"","id","duration","start_station_name","end_station_name","start_station_id","end_station_id","trip_status"
"919",506553,148,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"920",506025,60,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"921",505787,70,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"922",505634,137,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"923",505421,160,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"924",505370,84,"California Ave Caltrain Station","California Ave Caltrain Station",36,36,"cancelled"
"925",505213,163,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"926",504253,75,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"927",503600,165,"Market at 10th","Market at 10th",67,67,"cancelled"
"928",503274,84,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"929",501895,115,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"930",501474,72,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"931",500680,154,"Redwood City Caltrain Station","Redwood City Caltrain Station",22,22,"cancelled"
"932",500610,123,"Palo Alto Caltrain Station","Palo Alto Caltrain Station",34,34,"cancelled"
"933",499837,101,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"934",499699,78,"South Van Ness at Market","South Van Ness at Market",66,66,"cancelled"
"935",499601,73,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"936",498760,89,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"937",496767,150,"Market at 4th","Market at 4th",76,76,"cancelled"
"938",496263,116,"Redwood City Caltrain Station","Redwood City Caltrain Station",22,22,"cancelled"
"939",495875,69,"Market at 10th","Market at 10th",67,67,"cancelled"
"940",495775,100,"Market at 4th","Market at 4th",76,76,"cancelled"
"941",495464,126,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"942",494793,172,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"943",494455,77,"Clay at Battery","Clay at Battery",41,41,"cancelled"
"944",494087,109,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"945",493794,106,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"946",493488,80,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"947",493403,101,"Market at 4th","Market at 4th",76,76,"cancelled"
"948",492897,104,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"949",490742,96,"Market at 10th","Market at 10th",67,67,"cancelled"
"950",490617,159,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"951",490450,84,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"952",490118,113,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"953",488684,155,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"954",488522,123,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"955",487577,72,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"956",486575,118,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"957",486533,65,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"958",486056,161,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"959",485772,160,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"960",485313,80,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"961",484986,144,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"962",484835,83,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"963",484774,128,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"964",484701,78,"Mountain View Caltrain Station","Mountain View Caltrain Station",28,28,"cancelled"
"965",484550,123,"Palo Alto Caltrain Station","Palo Alto Caltrain Station",34,34,"cancelled"
"966",484031,118,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"967",483786,80,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"968",483333,60,"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",68,68,"cancelled"
"969",483052,81,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"970",483046,68,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"971",482797,65,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"972",482653,62,"Market at 10th","Market at 10th",67,67,"cancelled"
"973",482404,174,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"974",481969,74,"Market at 10th","Market at 10th",67,67,"cancelled"
"975",481968,114,"Market at 10th","Market at 10th",67,67,"cancelled"
"976",481389,65,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"977",481078,93,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"978",479988,91,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"979",479062,84,"Davis at Jackson","Davis at Jackson",42,42,"cancelled"
"980",478914,166,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"981",478357,109,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"982",477997,91,"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",75,75,"cancelled"
"983",475884,75,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"984",475748,71,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"985",475648,73,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"986",475256,113,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"987",474749,69,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"988",473925,69,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"989",473603,66,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"990",473451,60,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"991",473167,79,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"992",473041,70,"Mountain View Caltrain Station","Mountain View Caltrain Station",28,28,"cancelled"
"993",472778,163,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"994",472776,97,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"995",472737,67,"Ryland Park","Ryland Park",84,84,"cancelled"
"996",472554,78,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"997",472159,130,"Ryland Park","Ryland Park",84,84,"cancelled"
"998",472039,91,"Mountain View Caltrain Station","Mountain View Caltrain Station",28,28,"cancelled"
"999",471928,90,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"1000",471731,123,"Arena Green / SAP Center","Arena Green / SAP Center",14,14,"cancelled"
"1001",471521,126,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"1002",470918,93,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"1003",470640,70,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"1004",470442,144,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"1005",469842,146,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"1006",469707,68,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"1007",469393,83,"Commercial at Montgomery","Commercial at Montgomery",45,45,"cancelled"
"1008",469300,81,"5th at Howard","5th at Howard",57,57,"cancelled"
"1009",469069,61,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"1010",468592,105,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"1011",467735,101,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"1012",467291,94,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"1013",466704,134,"Beale at Market","Beale at Market",56,56,"cancelled"
"1014",465668,179,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"1015",464706,68,"Powell Street BART","Powell Street BART",39,39,"cancelled"
"1016",464484,157,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"1017",463972,68,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"1018",462473,91,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"1019",462252,80,"St James Park","St James Park",13,13,"cancelled"
"1020",462215,119,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"1021",462176,72,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"1022",461472,140,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"1023",461167,105,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"1024",461023,133,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"1025",460187,114,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"1026",459844,102,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"1027",459269,67,"Howard at 2nd","Howard at 2nd",63,63,"cancelled"
"1028",458714,106,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"1029",458592,69,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"1030",457859,138,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"1031",456019,125,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"1032",455810,117,"Embarcadero at Folsom","Embarcadero at Folsom",51,51,"cancelled"
"1033",455595,171,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"1034",455199,70,"MLK Library","MLK Library",11,11,"cancelled"
"1035",453959,113,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"1036",453812,79,"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",69,69,"cancelled"
"1037",452769,66,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"1038",452285,70,"Embarcadero at Bryant","Embarcadero at Bryant",54,54,"cancelled"
"1039",451626,179,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"1040",451372,90,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"1041",451263,75,"Redwood City Caltrain Station","Redwood City Caltrain Station",22,22,"cancelled"
"1042",450653,75,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"1043",450330,178,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"1044",450166,88,"Powell at Post (Union Square)","Powell at Post (Union Square)",71,71,"cancelled"
"1045",449307,80,"Townsend at 7th","Townsend at 7th",65,65,"cancelled"
"1046",448687,132,"2nd at Folsom","2nd at Folsom",62,62,"cancelled"
"1047",448467,147,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"1048",448186,61,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"1049",447710,77,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"1050",447438,61,"2nd at Townsend","2nd at Townsend",61,61,"cancelled"
"1051",447200,127,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"1052",446254,156,"San Jose City Hall","San Jose City Hall",10,10,"cancelled"
"1053",446144,102,"Market at Sansome","Market at Sansome",77,77,"cancelled"
"1054",445950,103,"2nd at South Park","2nd at South Park",64,64,"cancelled"
"1055",444327,69,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"1056",444107,72,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"1057",443058,79,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"1058",442288,170,"5th at Howard","5th at Howard",57,57,"cancelled"
"1059",441265,96,"Market at 10th","Market at 10th",67,67,"cancelled"
"1060",441241,163,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"1061",441034,140,"Embarcadero at Sansome","Embarcadero at Sansome",60,60,"cancelled"
"1062",440433,140,"Clay at Battery","Clay at Battery",41,41,"cancelled"
"1063",440398,68,"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",55,55,"cancelled"
"1064",440042,144,"Embarcadero at Vallejo","Embarcadero at Vallejo",48,48,"cancelled"
"1065",439970,72,"Harry Bridges Plaza (Ferry Building)","Harry Bridges Plaza (Ferry Building)",50,50,"cancelled"
"1066",439933,140,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"1067",439101,140,"Market at 4th","Market at 4th",76,76,"cancelled"
"1068",439100,130,"Market at 4th","Market at 4th",76,76,"cancelled"
"1069",439099,150,"Market at 4th","Market at 4th",76,76,"cancelled"
"1070",438629,85,"Spear at Folsom","Spear at Folsom",49,49,"cancelled"
"1071",438041,60,"Civic Center BART (7th at Market)","Civic Center BART (7th at Market)",72,72,"cancelled"
"1072",437650,74,"Broadway St at Battery St","Broadway St at Battery St",82,82,"cancelled"
"1073",437154,84,"San Jose City Hall","San Jose City Hall",10,10,"cancelled"
"1074",437027,108,"Mountain View Caltrain Station","Mountain View Caltrain Station",28,28,"cancelled"
"1075",436927,67,"Mountain View Caltrain Station","Mountain View Caltrain Station",28,28,"cancelled"
"1076",436006,71,"Market at 10th","Market at 10th",67,67,"cancelled"
"1077",435667,82,"California Ave Caltrain Station","California Ave Caltrain Station",36,36,"cancelled"
"1078",435560,85,"Steuart at Market","Steuart at Market",74,74,"cancelled"
"1079",435122,174,"Mountain View Caltrain Station","Mountain View Caltrain Station",28,28,"cancelled"
"1080",434778,150,"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",70,70,"cancelled"
"1081",433166,103,"Beale at Market","Beale at Market",56,56,"cancelled"
"1082",433135,87,"Post at Kearny","Post at Kearny",47,47,"cancelled"
